id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
30943894	http://www.dailymile.com/entries/30943894	2014-11-02T14:16:18Z	fartleks	Running	alright	4740	9.24	miles	Hat and gloves kind of day. Included a couple of miles of fartleks. First run in Altra Torins (original) that I bought on closeout. Great shoe!	3	Altra Torin		978
30957116	http://www.dailymile.com/entries/30957116	2014-11-03T18:49:03Z	campus	Running	good	4020	7.4	miles	Steep hill sprints are key to training the glutes to engage. Cruised like a missile after doing my hill sprints. My first pair of VFF are just about ready for the dumpster (just crossed 300 miles and 4 years old, these have always had an issue where the upper was separating from the sole. I will not shoe goo them again).	3	VFF Bikila		824
30957125	http://www.dailymile.com/entries/30957125	2014-11-03T18:49:37Z	steep hill sprints x 6	Running	good		0.25	miles		4			26
30973886	http://www.dailymile.com/entries/30973886	2014-11-05T11:33:40Z	easy	Running	good	2580	3.77	miles	easy easy run	1	Soft Star Moc3		529
30984798	http://www.dailymile.com/entries/30984798	2014-11-06T13:39:15Z	long run	Running	good	7800	16.21	miles	Managed a pretty good pace without pushing into any heavy breathing. Legs definitely feeling the increased speed towards the end, though.	2	Altra Torin		1599
31002047	http://www.dailymile.com/entries/31002047	2014-11-08T15:24:51Z	Nice morning	Running	alright	6660	12.7	miles	Bumped into Matthew H. shortly into my run so ran with him on the Five Points Half course. Nice conversational pace. Longer than I planned to run but no harm in getting extra miles during my last big week before taper.	2	Altra Instinct 1.5 black		1365
31010949	http://www.dailymile.com/entries/31010949	2014-11-09T15:48:56Z	warm up and down	Running	alright	3540	5.9	miles		2	Altra 3-Sum		725
31011120	http://www.dailymile.com/entries/31011120	2014-11-09T15:57:27Z	Campus Tempo Loop	Running	alright	3930	10	miles	Tempo run on tired legs. Campus loop x 2 for 10 miles total in 1:05:30. Slits for each 5 mile loop: 32:39, 32:50. avg. 6:33 pace per mile. Taper time!	4	Altra 3-Sum		799
31030894	http://www.dailymile.com/entries/31030894	2014-11-11T14:37:47Z	easy recovery	Running	alright	3214	5.32	miles		1			652
31057158	http://www.dailymile.com/entries/31057158	2014-11-14T11:48:25Z	recovery	Running	alright	2580	4	miles		1	Soft Star Moc3		529
31064824	http://www.dailymile.com/entries/31064824	2014-11-15T14:24:11Z	chilly	Running	alright	3131	5.27	miles		1	VFF SeeYa LS		639
31077549	http://www.dailymile.com/entries/31077549	2014-11-16T20:28:52Z	warmup	Running	good	600	1	miles		1	Altra Torin		123
31077604	http://www.dailymile.com/entries/31077604	2014-11-16T20:35:17Z	St. Augustine Half Marathon race	Running	good	5020	13.1	miles	Beautiful morning for the St. Augustine Half Marathon race. Earned 4th overall, 1st in my Age Group, and best of all set a lifetime PR by over 2 minutes 20 seconds. Mile split times (some are double... I was busy racing for 3rd place and missed a few):  6:58, 12:30, 5:59, 6:32, 6:16, 6:21, 12:24, 6:29, 6:31, 6:36, 7:00	5	Altra 3-Sum		1021
31103040	http://www.dailymile.com/entries/31103040	2014-11-19T17:58:51Z	brrr	Running	alright	2640	4.37	miles		1	Altra The One		541
31109650	http://www.dailymile.com/entries/31109650	2014-11-20T13:24:28Z	Brywood hills	Running	alright	1980	3.76	miles		2	Altra Torin		405
31144314	http://www.dailymile.com/entries/31144314	2014-11-24T16:06:04Z	easy recovery	Running	alright	2880	4.28	miles	Sore!	2	VFF SeeYa LS		590
31144369	http://www.dailymile.com/entries/31144369	2014-11-22T17:00:00Z	Tejas Trails Wild Hare 25k race	Running	great	6908	15.5	miles	Tejas Trails Wild Hare 25k trail race. Great tough course with lots of slippery mud on the ups and downs. Earned 3rd overall in 1:55:08. Finished before the thunderstorms came through. I heard that the 50 mile race turned into more of a survival run.	5	New Balance Minimus MT00 green		1414
31144512	http://www.dailymile.com/entries/31144512	2014-11-24T16:30:08Z							Tejas Trails Wild Hare 25k finisher medal and award for 3rd place overall, an owl birdhouse.				
31153612	http://www.dailymile.com/entries/31153612	2014-11-25T15:56:36Z	casual	Running	alright	4305	7.81	miles		2	VFF SeeYa LS		873
31172836	http://www.dailymile.com/entries/31172836	2014-11-27T18:49:05Z							1st place - Plugerville Pfeathered Pfun Run 10k				
31175286	http://www.dailymile.com/entries/31175286	2014-11-28T02:03:55Z	warmup and down	Running	alright	2280	4	miles		2	Altra 3-Sum		467
31175340	http://www.dailymile.com/entries/31175340	2014-11-27T05:00:00Z	Pflugerville Pfeathered Pfun Run 10k	Running	good	2188	6	miles	Cold and windy day for the Pflugerville Pfeathered Pfun Run 10k. Two loops around Lake Pfleugerville on the crushed granite jogging path made a nice course. Won 1st overall in 36:28. Edit: course was short!	5	Altra 3-Sum	windy	442
31228082	http://www.dailymile.com/entries/31228082	2014-12-01T17:00:00Z	campus	Running	alright	3240	5.49	miles		2	Altra The One		664
31228098	http://www.dailymile.com/entries/31228098	2014-12-03T21:24:26Z	campus	Running	alright	2280	3.74	miles		2	Topo ST		467
31233462	http://www.dailymile.com/entries/31233462	2014-12-04T13:05:48Z	Brywood hills	Running	alright	2764	4.69	miles		2	Soft Star Moc3		565
31250609	http://www.dailymile.com/entries/31250609	2014-12-06T16:36:31Z	San Felasco trails	Running	alright	9400	20	miles	A run with Dan Clark is always a good workout. San Felasco trails were covered in leaves. Took a good spill on a hidden root with less than a mile to go.	3	New Balance Minimus MT00 green		1919
31260701	http://www.dailymile.com/entries/31260701	2014-12-07T18:54:18Z	San Felasco MTB trails	Running	alright	1620	2.75	miles	Finished riding about 12 miles on my mountain bike and then went for a run in my new Topo Oterro shoes to test them out. So far... I like!  Also.. EPIC Bars are awesome! I like the Bison and Lamb the best. Two test runs so far where I eat the bar and then start running, the best part is NO BURPS like so many other fueling options. I think I may have found my shoe and fuel options for next year's 40+ mile Ultra!	3	Topo Oterro blue		332
31294817	http://www.dailymile.com/entries/31294817	2014-12-11T13:25:02Z	cold morning	Running	good	3407	6.17	miles	Also added a couple of steep hill sprints. My quad still has a little hitch in it from the MTB crash but otherwise felt pretty good.	1	Merrell Vapor Glove red		688
31309701	http://www.dailymile.com/entries/31309701	2014-12-13T15:26:23Z	cold morning and nice run	Running	good	4560	9.13	miles	Nice and easy.	2	Altra Torin		934
31323661	http://www.dailymile.com/entries/31323661	2014-12-15T02:05:00Z	warm up and down	Running	alright	3600	6.16	miles		2	Inov-8 Bare-X 150		738
31323702	http://www.dailymile.com/entries/31323702	2014-12-15T02:09:10Z	Gainesville Brewery Run 5k race	Running	good	1058	3.1	miles	Nice day to run the Gainesville Brewery Run 5k race and drink a boot full of beer! Great venue at First Magnitude Brewery and the Gainesville-Hawthorne paved trail. 2nd place overall with a time of 17:38.	5	Inov-8 Bare-X 150		209
31323721	http://www.dailymile.com/entries/31323721	2014-12-15T02:11:57Z							Das Boot! 2nd overall in Gainesville Brewery 5k at First Magnitude Brewery.				
31328571	http://www.dailymile.com/entries/31328571	2014-12-15T17:58:13Z	work day run with coworker	Running	alright	3323	4.93	miles	First run in new VFF KSO EVO. No rubbing or blisters and VERY minimal.	2	VFF KSO EVO		676
31352141	http://www.dailymile.com/entries/31352141	2014-12-18T14:38:17Z	easy with steep hill sprints	Running	good	2700	4.57	miles	added 6 x steep hill sprints.	2	Altra Torin		553
31361534	http://www.dailymile.com/entries/31361534	2014-12-19T17:41:48Z	Quadbuster - San Felasco trails	Running	good	9307	17.42	miles	"In one word... Conquistador! Lots of ups and downs. Today was my first long run in Topo Oterro shoes and I think I have found my ""heavy duty"" long distance trail shoe. Great day on the trails."	3	Topo Oterro blue		1880
31395207	http://www.dailymile.com/entries/31395207	2014-12-22T05:00:00Z	school grounds xc course and HILL	Running		2700	4.75	miles	Included 2 steep hills.	2	Topo Oterro blue		545
31395278	http://www.dailymile.com/entries/31395278	2014-12-23T22:44:00Z	Hocking State Forest and Buckeye Trail	Running	alright	11372	16.56	miles	Trail running the Ohio Buckeye Trail through Hocking State Forest. Parked at Old Man's Cave and ran north to the Climbing and Repelling area, then back south past Cedar Falls and the big climb to the firetower. I think I am fighting a bug so decided not to run all the way to Ash Cave. Ended up hiking some of the steep hills.	3	Topo Oterro blue		2292
31440148	http://www.dailymile.com/entries/31440148	2014-12-29T16:31:10Z	Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back	Running	alright	2310	4.04	miles	Still recovering from multi-day sinus mayhem and migraines. Looked at the calendar though... time to lay down the marathon training plan!	2	VFF SeeYa LS		460
31458693	http://www.dailymile.com/entries/31458693	2014-12-31T15:32:41Z	Glen Springs Rd. Loop	Running	great	2621	6.16	miles	Felt great. Perfect weather (cool with breeze and occasional mist / drizzle).	3	Merrell Bare Access 2		521
31470450	http://www.dailymile.com/entries/31470450	2015-01-01T19:43:11Z	aa	Running	alright	7340	14.65	miles	The 2nd half felt pretty low, figured the pace was off by a lot, but actually averaged slightly faster for the second hour. Fairly long run for my VFF.	3	VFF SeeYa LS		1479
31477807	http://www.dailymile.com/entries/31477807	2015-01-02T13:50:10Z	recovery	Running	blah	3390	5.29	miles	A pain lingering in my right hip front (at the thigh muscle tendons).	3	Altra Torin		679
31500453	http://www.dailymile.com/entries/31500453	2015-01-04T17:42:41Z	out and back to Rock Trails	Running	blah	7680	15	miles	Long run in Altra Olympus. Included about a mile at the Rock Trails. I don't like them for a trail shoe due to the weight, tall stack height, and lack of traction on dirt, leaves, and grass. I think cushioned shoes cause more jarring in my upper body. Had to be very careful with my form. Noticed a pain in my ab muscles. Also developed a visual artifact (possibly due to broken capillary or something). High perceived effort by the end due to 77 degrees and 73% humidity. Drank no fuel or water for run.	4	Altra Olympus		1552
31523814	http://www.dailymile.com/entries/31523814	2015-01-06T17:57:35Z	campus in Topo ST	Running	good	3420	5.3	miles	Included half mile of sprint the straights on the track. Topo ST sticky rubber grabs the track well. Also nice for running sockless.	1	Topo ST		691
31533591	http://www.dailymile.com/entries/31533591	2015-01-07T11:48:34Z	first run in Skins compression tights	Running	good	4800	9.24	miles	First run in Skins A200 compression tights. These will probably only come out on cold and dark situations. They are a bit more revealing than true running tights and I had to keep pulling them up for the first half of the run (the waist kept riding down).  However, they kept me quite comfortable, not too hot or cold, on this morning in the low 40s. Generally felt good this morning.	3	Merrell Bare Access 2		970
31546271	http://www.dailymile.com/entries/31546271	2015-01-08T15:05:31Z	cooldown	Running	alright	1200	1.72	miles		2	Altra Torin		242
31546345	http://www.dailymile.com/entries/31546345	2015-01-08T15:11:13Z	progression run plus double tempo	Running	good	6900	15.45	miles	First 9.3 miles in 1:11. Two tempo loops around Lake Alice (little over 3 miles each) in 20:32, 20:45 with 1 minute recovery, faster than 6:45 pace per mile. Hard day!	4	Altra Torin		1394
31564352	http://www.dailymile.com/entries/31564352	2015-01-10T14:02:49Z	8th Ave short flat	Running	good	2587	4.3	miles	Nice easy recovery run.	1	Merrell Bare Access		521
31577777	http://www.dailymile.com/entries/31577777	2015-01-11T17:56:10Z	Hilly San Felasco Trails	Running	good	14400	24	miles	First run in Inov-8 TrailRoc 235. Great shoes! Good protection, no cushion. Upper is snug to the foot without being tight. No blisters or rubbing. Ran parking lot to parking lot with 2 x Conquistador in the middle. Nice cool day. Trails were in good shape day after Tour de Felasco MTB and I mostly had them to myself. Forgot to charge my phone last night so I'm guessing at pace/distance. Meant to eat something mid-run but I forgot that, too. This caps off a 60 mile week.	3	Inov-8 TrailRoc 235		2910
31596208	http://www.dailymile.com/entries/31596208	2015-01-13T11:42:18Z	recovery	Running	good	3390	5.44	miles	perfect temp, cool and misty	1	Altra Instinct 1.5 black		679
31607862	http://www.dailymile.com/entries/31607862	2015-01-14T11:50:31Z	flat	Running	alright	3390	5.29	miles		2	Soft Star Moc3		679
31618929	http://www.dailymile.com/entries/31618929	2015-01-15T05:00:00Z	long run	Running		7380	18.24	miles	Alternating easy and moderate and then pushed a little the last few. Stoked about my pace today (avg. 6:45 per mile)! Now... for breakfast steak!	4	Altra Instinct 1.5 black		1491
31629263	http://www.dailymile.com/entries/31629263	2015-01-16T05:00:00Z	VFF shuffle	Running	injured	1913	2.75	miles	Just a slow shuffle. Lingering pains in both feet. Left Achilles tendon area and ankle. Right outside ankle and inside top of foot. Actually had these yesterday during my long run, so marking this entry with the injured icon. Just think I need to back of for a few days.  Update 1.26.2015: Seems that I have a swollen ankle on left side, maybe from a twist/sprain, not really the Achilles. Still sore to touch 10 days later.	1	VFF SeeYa LS		376
31640035	http://www.dailymile.com/entries/31640035	2015-01-17T16:50:47Z	easy greenways	Running	alright	3000	4	miles	"Still nursing my left Achilles tendon flare up. On the upside... new trail shoes! First run in Altra Superior 2.0. Also new to me Altra The Lone Peak 1.5 that a friend gave me.  All goodness. So many shoes I had to ""retire"" some so dailymile would let me add the new ones."	1	"Altra The Lone Peak 1.5
Altra Superior 2.0"		606
31676386	http://www.dailymile.com/entries/31676386	2015-01-20T19:30:24Z	campus easy	Running	alright	1847	2.77	miles		1	Topo ST		363
31676401	http://www.dailymile.com/entries/31676401	2015-01-20T19:31:58Z	steep hill embankment sprints	Running	alright	600	0.25	miles	very short grassy embankment x 12 sprint repeats	3			121
31693647	http://www.dailymile.com/entries/31693647	2015-01-22T10:44:35Z	pre-workout long run	Running	alright	5862	10.94	miles	Calves feeling the minimalist Samsons.	2	Altra Samson		1176
31694395	http://www.dailymile.com/entries/31694395	2015-01-22T12:41:31Z	short round trip UF track	Running	alright	2100	3.37	miles		1	Altra Samson		424
31694457	http://www.dailymile.com/entries/31694457	2015-01-22T12:48:19Z	Track workout 8 x 1k	Running	alright	2694	6	miles	"Track workout 8 x 1000m after 12.5 miles of ""warmup"". Over 20 miles total on the day. Splits: 3:50, 3:46, 3:50, 3:46, 3:45, 3:43, 3:42, 3:37 (pace range 6:10 - 5:49 per mile)."	4	Altra Samson		533
31714305	http://www.dailymile.com/entries/31714305	2015-01-24T14:28:27Z	recovery	Running	alright	3981	6.11	miles	Windy! Overall legs tired, calves very sore, and left Achilles a bit tender this morning.	2	Altra Instinct 1.5 black	windy	800
31725241	http://www.dailymile.com/entries/31725241	2015-01-25T15:31:32Z	San Felasco bleh	Running	blah	7680	12.9	miles	First long run in Altra Superior 2.0 shoes. Legs were flat today so this was a real slogfest.	3	Altra Superior 2.0		1552
31739427	http://www.dailymile.com/entries/31739427	2015-01-26T19:19:50Z	campus run	Running	blah	4160	6.5	miles	Left ankle still sore. Legs still tired but maybe a little better.	2	Inov-8 Bare-X 150 blue		836
31756700	http://www.dailymile.com/entries/31756700	2015-01-27T17:00:00Z	easy walk jog	Running	alright		1	miles		1			103
31756708	http://www.dailymile.com/entries/31756708	2015-01-28T11:48:26Z	Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back	Running	alright	2500	4.04	miles		2	Altra Torin		497
31767646	http://www.dailymile.com/entries/31767646	2015-01-29T12:50:01Z	cold long run	Running	alright	9223	17.79	miles	Legs started feeling tired after 2 hours, especially at the hip flexors. Left ankle sore and tender again (just above the medial malleolus).	3	Altra Instinct 1.5 black	cold	1855
31782569	http://www.dailymile.com/entries/31782569	2015-01-31T01:39:59Z	easy walk jog	Running	injured	900	1	miles	Took a few walk / jog breaks during the workday. Calves are sore, other kinks and quirks, whatever is going on with my ankle (pain and swelling just above the medial malleolus)... just tried to loosen up a bit today.	1			181
31788332	http://www.dailymile.com/entries/31788332	2015-01-31T17:55:59Z	Newnan's Lake 15k race	Running	alright	3500	9.3	miles	Once again a beautiful cold morning for the Newnan's Lake 15k race. My fastest ever at this distance with a PR by over a minute and a half... really good considering my legs were definitely not feeling fresh (marathon training). Age Group Winner. Finish time: 58:20  Splits: 5:48, 6:23, 6:16, 6:31, 6:51, 6:05, 6:12, 6:12, 6:12, 1:43	5	Altra 3-Sum		703
31791418	http://www.dailymile.com/entries/31791418	2015-01-31T22:35:46Z	warmup and down	Running	alright	2400	4	miles		2	Altra 3-Sum		485
31809163	http://www.dailymile.com/entries/31809163	2015-02-02T20:55:05Z	sunny beautiful breezy afternoon	Running	good	3200	5.25	miles		2	VFF KSO EVO	sunny	642
31835401	http://www.dailymile.com/entries/31835401	2015-02-05T12:21:11Z	drizzle	Running	alright	7200	13.67	miles	First run in Altra Instinct 3.0. Nice shoes! Added some uptempo in the middle. 3.6 at 8:30 pace, 3.7 at 7:45 pace. Couldn't muster much more. Glutes were tired.	3	Altra Instinct 3.0 Silver	rain	1455
31844287	http://www.dailymile.com/entries/31844287	2015-02-06T11:35:55Z	recovery	Running	blah	1500	2.01	miles	Left pain near the medial malleolus flared up pretty bad. While running I can't differentiate between this and Achilles tendon pain, but if I reach down and poke the Achilles it is fine. So *that* is good news. Just need to keep the recovery going. Five Points is a little over a week away!	2	Altra Samson		303
31853022	http://www.dailymile.com/entries/31853022	2015-02-07T15:01:48Z	flat	Running	alright	3300	5.29	miles		1	Merrell Vapor Glove red		667
31862828	http://www.dailymile.com/entries/31862828	2015-02-08T14:16:24Z	moderate	Running	alright	3174	6.22	miles	Include 4 hill surges. Same pain above the medial malleolus but felt better towards the end.	3	Altra Samson pair 2		630
31868113	http://www.dailymile.com/entries/31868113	2015-02-08T21:35:47Z	bounce house	Fitness	good	3600			Bounce house *must* count as a workout!				
31897483	http://www.dailymile.com/entries/31897483	2015-02-11T21:14:25Z	near campus	Running	alright	2863	5.79	miles	Moderate effort in the middle.	3	Topo ST		570
31903542	http://www.dailymile.com/entries/31903542	2015-02-12T13:44:02Z	Glen Springs Rd. Loop	Running	alright	3190	6.16	miles	Injected moderate pace with easy effort in the middle (although it was only 8 min per mile).	2	Merrell Vapor Glove red		642
31912577	http://www.dailymile.com/entries/31912577	2015-02-13T13:46:59Z	8th Ave short flat	Running	blah	2254	4.3	miles	Picked it up to 7:40 in the middle. Have a cold or something and feeling tired.	2	Altra Torin		448
31931889	http://www.dailymile.com/entries/31931889	2015-02-15T19:35:19Z	warm up	Running		1080	2	miles		2	Altra 3-Sum		218
31933425	http://www.dailymile.com/entries/31933425	2015-02-15T21:53:04Z	Five Points of Life Marathon	Running	good	11570	26.2	miles	Five Points of Life Marathon race. Official time 3:12:50 (Boston Qualifier!), Masters Winner, PR by over 13 minutes, top-10, and just a few places out of the overall cash prizes. Would not have done this without the last 6 miles of pacing from Matthew Howland. I was trying to run without any gels or sugar but started to cramp in the hammies near mile 20. Strawberry Banana Gu drove the cramping away. I had 3 possible goals going into the race... 1. break 3 hours, or 2. run a BQ, or 3. get a PR.  Glad I was able to hit my intermediate goal but wow, the marathon is a beast. Probable Splits: 6:40, 7:04, 7:16, 7:16, 7:02, 6:53, 7:06, 7:10, 7:15, 6:50, 6:25, 7:46, 7:19, 7:19, 7:45, 7:45, 7:23, 7:34, 7:04, 7:42, 7:42. 8:00, 8:00, 7:48, 8:05, 7:45	5	Altra 3-Sum		2328
31966731	http://www.dailymile.com/entries/31966731	2015-02-19T13:20:24Z	8th Ave short flat	Running	alright	2618	4.3	miles	Marathon was on Sunday, yesterday (Wed) the muscle soreness was already gone. I just have two niggles left. 1. left ankle / top of foot / joint area. 2. right glute / upper hamstring	2	Altra Torin		521
31983670	http://www.dailymile.com/entries/31983670	2015-02-21T15:53:15Z	Glen Springs Rd. Loop	Running	good	3240	6.16	miles	Pushed the middle section (under 8-min pace). I was able to get good turnover and decent drive on the uphills. Altra Instinct 3.0 with no insoles are great.	3	Altra Instinct 3.0 Silver		654
31987557	http://www.dailymile.com/entries/31987557	2015-02-21T21:36:09Z							I wrote a dailymile data export tool in python that (I think) is way better than the built-in web site CSV export feature. http://thatlinuxbox.com/blog/article.php/export-entries-from-dailymile				
32005321	http://www.dailymile.com/entries/32005321	2015-02-23T21:24:56Z	campus	Running	good	3128	5.86	miles	got rained on and then the sun came out. warm and humid! progression with nice sprint at the end.	3	VFF KSO EVO		630
32010132	http://www.dailymile.com/entries/32010132	2015-02-24T12:18:31Z	morning	Running	good	4620	7.95	miles		3	Altra Samson		933
32028995	http://www.dailymile.com/entries/32028995	2015-02-26T13:37:37Z	warm up and down	Running	good	2340	3.51	miles		1	Altra Samson		473
32029025	http://www.dailymile.com/entries/32029025	2015-02-26T13:40:09Z	track workout short intervals	Running	good	1080	2	miles	Gentle re-introduction to fast track intervals. 2 x 400m (1:20,1:19), 4 x 200m (33s, 32s, 33s, 32s).	1			218
32045016	http://www.dailymile.com/entries/32045016	2015-02-28T14:51:22Z	run with friends	Running	good	4731	8.85	miles	Halfway through my run I crossed paths with John and Meredith so I ended up running with them for a while. Good to catch up. Cold and some light rain.	2	Soft Star Moc3		946
32084116	http://www.dailymile.com/entries/32084116	2015-03-04T15:11:21Z	warm up and down	Running	alright	2532	4.3	miles		2	Inov-8 Bare-X 150 blue	sunny	509
32084175	http://www.dailymile.com/entries/32084175	2015-03-04T15:18:17Z	incline repeats x 5	Running	alright	3105	6.3	miles	Incline repeats .7 miles each on SW 2nd Ave near the golf course (NW 34th St. to Village Dr.). Allergies! Between tree pollen and grass clippings and leaf blower dust... but otherwise it's a nice wide new sidewalk for running repeats. Splits: 4:26, 4:25, 4:18, 4:18, 4:15 (6:20 - 6:04 per mile pace)	4	Inov-8 Bare-X 150 blue		618
32092607	http://www.dailymile.com/entries/32092607	2015-03-05T13:56:22Z	morning	Running	alright	4571	8.82	miles		3	Altra Samson		921
32131266	http://www.dailymile.com/entries/32131266	2015-03-09T17:36:17Z	easy campus	Running	alright	1971	2.92	miles		1	VFF KSO EVO		388
32151679	http://www.dailymile.com/entries/32151679	2015-03-11T16:25:21Z	The Daily	Running	alright	1140	1.66	miles	Been fighting a terrible head cold and headaches for 2 days. It is barefoot weather!	1	Barefoot		230
32159764	http://www.dailymile.com/entries/32159764	2015-03-12T11:42:01Z	The Daily	Running	alright	1050	1.66	miles		1	Altra Samson pair 2		206
32169892	http://www.dailymile.com/entries/32169892	2015-03-13T12:29:47Z	neighborhood	Running	alright	1642	2.8	miles	Terrible sick week, finally maybe starting to feel a little better.	1	Altra Samson pair 2		327
32194771	http://www.dailymile.com/entries/32194771	2015-03-14T16:00:00Z	GATE River Run 15k race	Running	alright	3755	9.3	miles	GATE River Run 15k race. 24th in age group, 204th male (out of 6773 male finishers). Interesting... if I had run a PR I could have been close to top 3 in my age group. Maybe next year!	5	Inov-8 Bare-X 150 orange		752
32228050	http://www.dailymile.com/entries/32228050	2015-03-19T12:58:30Z	Glen Springs Rd. Loop	Running	alright	3341	6.16	miles	Woke up and legs just kind of hurt while doing nothing, so I had to get out there and get some movement despite the pollen / allergy thing. Been doing a lot of sitting (at my computer) during the evenings lately, definitely killing me.	3	Altra Samson pair 2		667
32239005	http://www.dailymile.com/entries/32239005	2015-03-20T17:58:03Z	campus	Running	alright	2707	4.36	miles	hot!	2	VFF KSO EVO		545
32245118	http://www.dailymile.com/entries/32245118	2015-03-21T15:12:19Z	San Felasco trails	Running	good	7288	12.25	miles	Did some running by myself and included some tempo work. Then ran a yellow loop with Matt C. Just what I needed. Love my inov-8 Trailroc 235 shoes. Best trail shoe ever!	3	Inov-8 TrailRoc 235 Lime		1467
32252985	http://www.dailymile.com/entries/32252985	2015-03-22T12:52:00Z	good morning	Running	good	4920	9.2	miles	Felt pretty good today. Maybe the new allergy meds.	3	Merrell Bare Access		994
32273011	http://www.dailymile.com/entries/32273011	2015-03-24T11:24:21Z	long run	Running	good	7860	14.09	miles	Nice cool morning.	3	Altra Samson pair 2		1588
32301417	http://www.dailymile.com/entries/32301417	2015-03-27T13:13:10Z	8th Ave short flat extended	Running	alright	3180	5.3	miles	nice cool morning post-rains	2	Merrell Vapor Glove red		642
32314234	http://www.dailymile.com/entries/32314234	2015-03-28T23:04:25Z	warm up and down	Running	alright	1800	3	miles		2	Inov-8 TrailRoc 235		363
32314288	http://www.dailymile.com/entries/32314288	2015-03-28T04:00:00Z	Trail of Payne 10k race	Running	good	2380	6.2	miles	Great cool morning for the Trail of Payne 10k race! Good runners there today! Finished in 39:40. A tough month with allergies and sick and recovery from Five Points so a bit out of race shape. I feel good about my effort and I was able to fend someone off with a strong finish kick. Mental was there today. Over a minute faster than last year. Splits: 6:14, 6:16, 6:37, 6:34, 6:39, 6:22, 1:01	5	Inov-8 TrailRoc 235		473
32319125	http://www.dailymile.com/entries/32319125	2015-03-29T16:08:24Z	easy	Running	injured	660	1	miles	Some pains inside my feet. Taking it easy.	1	Altra Superior 2.0		133
32349424	http://www.dailymile.com/entries/32349424	2015-04-01T15:21:21Z	easy campus	Running	good	1950	2.5	miles	Nice and easy on a beautiful warm day.	1	Topo ST		388
32357520	http://www.dailymile.com/entries/32357520	2015-04-02T12:00:51Z	warm up and down	Running	alright	3180	4.55	miles		2	Altra Samson		642
32357556	http://www.dailymile.com/entries/32357556	2015-04-02T12:05:59Z	incline repeats x 5	Running	good	3529	7	miles	Incline repeats .7 miles each on SW 2nd Ave near the golf course (NW 34th St. to Village Dr.).  Pretty much full recovery in between (jog back to start). Cranked it down on the last few. Splits: 4:39, 4:37, 4:17, 4:09, 4:03	4	Altra Samson		703
32374933	http://www.dailymile.com/entries/32374933	2015-04-04T13:46:57Z	TuscaHilla Micanopy Veterans Way hill loops	Running	good	7500	15	miles	Great hilly route on the unimproved roads south of Tuscawilla Lake.	3	Merrell Bare Access 2		1516
32383493	http://www.dailymile.com/entries/32383493	2015-04-05T12:24:19Z	Glen Springs Rd. Loop	Running	good	3300	6.16	miles		3	Merrell Vapor Glove red		667
32392344	http://www.dailymile.com/entries/32392344	2015-04-06T12:14:06Z	easy	Running		1500	2	miles		1	Altra Instinct 3.0 Silver		303
32405047	http://www.dailymile.com/entries/32405047	2015-04-07T16:37:46Z	campus	Running	alright	3779	6.25	miles	Threw in a couple long hill strides. Very warm today.	3	VFF KSO EVO		752
32421561	http://www.dailymile.com/entries/32421561	2015-04-09T11:58:26Z	morning	Running	alright	3300	5.6	miles		2	Altra Samson		667
32438694	http://www.dailymile.com/entries/32438694	2015-04-11T14:34:15Z	warm up and down	Running	good	3600	6.5	miles		2	Inov-8 TrailRoc 235 Lime		727
32438909	http://www.dailymile.com/entries/32438909	2015-04-11T14:53:18Z	Flatwoods 5k race	Running	good	1081	3.1	miles	Great morning for the Flatwoods 5k race. Hard effort, raced with the pack as long as I could, didn't run with a watch. Just missed going under 18 minutes. My inov-8 Trailroc 235 shoes were perfect for the limerock road surface. Won my age group. Finish time: 18:01	5	Inov-8 TrailRoc 235 Lime		218
32448211	http://www.dailymile.com/entries/32448211	2015-04-12T15:33:21Z	San Felasco trails	Running	good	8940	15	miles	Hidden Rise is a neat trail with lots of variation.	2	Topo Oterro blue		1807
32466427	http://www.dailymile.com/entries/32466427	2015-04-14T10:22:44Z	early morning	Running	alright	4442	7.18	miles	Wore long sleeves to keep my training in the uncomfortably warm zone. Tired.	2	Altra Torin		897
32467222	http://www.dailymile.com/entries/32467222	2015-04-13T16:00:00Z	campus	Running	good	2589	5.33	miles	Very warm and humid. Some sunshine. Surged the hills and then felt like keeping up the faster pace.	3	VFF KSO EVO		521
32487102	http://www.dailymile.com/entries/32487102	2015-04-16T12:27:04Z	warm up and down	Running	alright	2400	4	miles	Included strides on the track.	1	Altra Samson		485
32487175	http://www.dailymile.com/entries/32487175	2015-04-16T12:35:52Z	Track 10 x 300m and 2 x 1000m	Running	good	2266	4	miles	Power went out last night so I was up in the middle of the night a few times, not feeling well-rested this morning. Track workout 10 x 300m and 2 x1000m. Approx 1:30 rest between each rep with a longer break before the 1000s. Splits: 53, 55, 53, 52, 53, 54, 53, 54, 54, 53, 3:43, 3:40	4	Altra Samson		448
32504275	http://www.dailymile.com/entries/32504275	2015-04-18T13:51:07Z	The Daily	Running	alright	2368	3.3	miles	Sore muscles from Thursday's track workout. Loosening up with a nice barefoot run!	2	Barefoot		473
